"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2005","17.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2004","17.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2003","16.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2002","16.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2001","15.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2000","15.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1999","14.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1998","14.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1997","13.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1996","13.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1995","13.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1994","12.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1993","12.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1992","11.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1991","11.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1990","11.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1989","10.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1988","10.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1987","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1986","9.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1985","9.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1984","9.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1983","9.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1982","8.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1981","8.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1980","8.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1979","8.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1978","7.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1977","7.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1976","7.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","1975","7.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2016","22.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2015","21.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2014","21.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2013","20.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2012","20.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2011","19.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2010","19.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2009","18.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2008","18.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2007","17.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2006","17.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2005","16.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2004","16.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2003","16.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2002","15.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2001","15.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","2000","14.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1999","14.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1998","14.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1997","13.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1996","13.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1995","12.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1994","12.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1993","11.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1992","11.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1991","10.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1990","10.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1989","9.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1988","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1987","8.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1986","7.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1985","7.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1984","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1983","6.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1982","6.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1981","5.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1980","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1979","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1978","5.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1977","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1976","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Switzerland","CHE","1975","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2016","20.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2015","20.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2014","19.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2013","18.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2012","18.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2011","17.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2010","16.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2009","16.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2008","15.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2007","15.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2006","14.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2005","14.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2004","13.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2003","13.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2002","12.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2001","12.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","2000","11.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1999","11.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1998","10.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1997","10.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1996","10.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1995","9.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1994","9.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1993","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1992","8.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1991","8.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1990","7.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1989","7.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1988","7.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1987","7.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1986","6.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1985","6.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1984","6.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1983","5.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1982","5.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1981","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1980","5.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1979","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1978","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1977","4.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1976","4.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Syrian Arab Republic","SYR","1975","4.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2016","11.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2015","11.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2014","10.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2013","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2012","9.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2011","9.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2010","9.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2009","8.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2008","8.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2007","8.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2006","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2005","7.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2004","7.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2003","6.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2002","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2001","6.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","2000","6.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","1999","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","1998","5.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","1997","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Tajikistan","TJK","1996","5.400","male"
